Type,Model Year,JD,RA (deg),Obliquity (deg)
WS,-238497,-85387754.742265,267.289116,-23.381028
VE,-238468,-85377434.627607,357.284701,-0.000000
SS,-238468,-85377344.193838,87.284663,23.381089
AE,-238468,-85377254.904357,177.284624,-0.000000
WS,-238468,-85377162.736624,267.284585,-23.381090
VE,-238439,-85366842.612917,357.280174,-0.000000
SS,-238439,-85366752.161038,87.280137,23.381162
AE,-238439,-85366662.880179,177.280097,0.000000
WS,-238439,-85366570.730944,267.280059,-23.381163
VE,-238410,-85356250.598334,357.275652,-0.000000
SS,-238410,-85356160.128266,87.275615,23.381245
AE,-238410,-85356070.855888,177.275575,0.000000
WS,-238410,-85355978.725225,267.275537,-23.381247
VE,-238381,-85345658.583856,357.271134,-0.000000
SS,-238381,-85345568.095524,87.271097,23.381339
AE,-238381,-85345478.831486,177.271057,0.000000
WS,-238381,-85345386.719465,267.271020,-23.381340
VE,-238352,-85335066.569484,357.266621,-0.000000
SS,-238352,-85334976.062811,87.266584,23.381443
AE,-238352,-85334886.806972,177.266544,0.000000
WS,-238352,-85334794.713665,267.266507,-23.381445
VE,-238323,-85324474.555218,357.262112,-0.000000
SS,-238323,-85324384.030128,87.262075,23.381557
AE,-238323,-85324294.782346,177.262036,-0.000000
WS,-238323,-85324202.707822,267.261998,-23.381559
VE,-238294,-85313882.541056,357.257608,-0.000000
SS,-238294,-85313791.997476,87.257572,23.381682
AE,-238294,-85313702.757608,177.257532,-0.000000
WS,-238294,-85313610.701937,267.257495,-23.381684
VE,-238265,-85303290.526999,357.253109,-0.000000
SS,-238265,-85303199.964856,87.253073,23.381817
AE,-238265,-85303110.732759,177.253033,-0.000000
WS,-238265,-85303018.696007,267.252996,-23.381820
VE,-238236,-85292698.513047,357.248616,-0.000000
SS,-238236,-85292607.932267,87.248579,23.381963
AE,-238236,-85292518.707798,177.248539,-0.000000
WS,-238236,-85292426.690032,267.248503,-23.381965
VE,-238207,-85282106.499200,357.244127,-0.000000
SS,-238207,-85282015.899712,87.244091,23.382118
AE,-238207,-85281926.682726,177.244051,-0.000000
WS,-238207,-85281834.684012,267.244014,-23.382121
VE,-238178,-85271514.485456,357.239644,-0.000000
SS,-238178,-85271423.867189,87.239608,23.382285
AE,-238178,-85271334.657542,177.239568,0.000000
WS,-238178,-85271242.677944,267.239531,-23.382288
VE,-238149,-85260922.471816,357.235166,-0.000000
SS,-238149,-85260831.834701,87.235130,23.382461
AE,-238149,-85260742.632247,177.235090,-0.000000
WS,-238149,-85260650.671829,267.235053,-23.382464
VE,-238120,-85250330.458280,357.230693,-0.000000
SS,-238120,-85250239.802248,87.230658,23.382648
AE,-238120,-85250150.606841,177.230617,-0.000000
WS,-238120,-85250058.665665,267.230581,-23.382651
VE,-238091,-85239738.444847,357.226227,-0.000000
SS,-238091,-85239647.769830,87.226191,23.382845
AE,-238091,-85239558.581324,177.226151,-0.000000
WS,-238091,-85239466.659451,267.226115,-23.382848
VE,-238062,-85229146.431517,357.221766,-0.000000
SS,-238062,-85229055.737448,87.221730,23.383052
AE,-238062,-85228966.555696,177.221690,-0.000000
WS,-238062,-85228874.653187,267.221654,-23.383056
VE,-238033,-85218554.418289,357.217311,-0.000000
SS,-238033,-85218463.705103,87.217276,23.383270
AE,-238033,-85218374.529957,177.217235,-0.000000
WS,-238033,-85218282.646871,267.217200,-23.383274
VE,-238004,-85207962.405164,357.212862,-0.000000
SS,-238004,-85207871.672796,87.212827,23.383498
AE,-238004,-85207782.504107,177.212787,-0.000000
WS,-238004,-85207690.640502,267.212751,-23.383502
VE,-237975,-85197370.392141,357.208419,-0.000000
SS,-237975,-85197279.640526,87.208385,23.383736
AE,-237975,-85197190.478146,177.208344,0.000000
WS,-237975,-85197098.634081,267.208309,-23.383740
VE,-237946,-85186778.379220,357.203983,-0.000000
SS,-237946,-85186687.608295,87.203948,23.383984
AE,-237946,-85186598.452075,177.203908,-0.000000
WS,-237946,-85186506.627604,267.203873,-23.383989
VE,-237917,-85176186.366400,357.199553,-0.000000
SS,-237917,-85176095.576104,87.199519,23.384243
AE,-237917,-85176006.425893,177.199478,-0.000000
WS,-237917,-85175914.621072,267.199443,-23.384248
VE,-237888,-85165594.353681,357.195130,-0.000000
SS,-237888,-85165503.543953,87.195096,23.384512
AE,-237888,-85165414.399602,177.195055,-0.000000
WS,-237888,-85165322.614484,267.195020,-23.384517
VE,-237859,-85155002.341064,357.190713,-0.000000
SS,-237859,-85154911.511842,87.190679,23.384791
AE,-237859,-85154822.373199,177.190638,-0.000000
WS,-237859,-85154730.607838,267.190604,-23.384796
VE,-237830,-85144410.328546,357.186304,-0.000000
SS,-237830,-85144319.479773,87.186270,23.385080
AE,-237830,-85144230.346687,177.186229,0.000000
WS,-237830,-85144138.601134,267.186195,-23.385085
VE,-237801,-85133818.316129,357.181901,-0.000000
SS,-237801,-85133727.447747,87.181867,23.385379
AE,-237801,-85133638.320065,177.181826,-0.000000
WS,-237801,-85133546.594371,267.181792,-23.385385
VE,-237772,-85123226.303812,357.177505,-0.000000
SS,-237772,-85123135.415763,87.177472,23.385689
AE,-237772,-85123046.293334,177.177430,-0.000000
WS,-237772,-85122954.587548,267.177397,-23.385694
VE,-237743,-85112634.291594,357.173116,-0.000000
SS,-237743,-85112543.383822,87.173083,23.386008
AE,-237743,-85112454.266492,177.173042,-0.000000
WS,-237743,-85112362.580663,267.173009,-23.386014
VE,-237714,-85102042.279475,357.168735,-0.000000
SS,-237714,-85101951.351926,87.168702,23.386338
AE,-237714,-85101862.239541,177.168661,-0.000000
WS,-237714,-85101770.573716,267.168628,-23.386344
VE,-237685,-85091450.267455,357.164361,-0.000000
SS,-237685,-85091359.320075,87.164329,23.386678
AE,-237685,-85091270.212481,177.164287,-0.000000
WS,-237685,-85091178.566707,267.164254,-23.386684
VE,-237656,-85080858.255534,357.159995,-0.000000
SS,-237656,-85080767.288269,87.159963,23.387028
AE,-237656,-85080678.185312,177.159921,-0.000000
WS,-237656,-85080586.559633,267.159888,-23.387034
VE,-237627,-85070266.243710,357.155637,-0.000000
SS,-237627,-85070175.256510,87.155604,23.387388
AE,-237627,-85070086.158034,177.155563,-0.000000
WS,-237627,-85069994.552494,267.155530,-23.387394
VE,-237598,-85059674.231984,357.151286,-0.000000
SS,-237598,-85059583.224797,87.151254,23.387758
AE,-237598,-85059494.130647,177.151212,-0.000000
WS,-237598,-85059402.545288,267.151180,-23.387764
VE,-237569,-85049082.220356,357.146943,-0.000000
SS,-237569,-85048991.193133,87.146911,23.388138
AE,-237569,-85048902.103152,177.146870,-0.000000
WS,-237569,-85048810.538016,267.146838,-23.388144
VE,-237540,-85038490.208824,357.142609,-0.000000
SS,-237540,-85038399.161516,87.142577,23.388528
AE,-237540,-85038310.075548,177.142535,-0.000000
WS,-237540,-85038218.530676,267.142503,-23.388535
VE,-237511,-85027898.197389,357.138282,-0.000000
SS,-237511,-85027807.129949,87.138251,23.388928
AE,-237511,-85027718.047837,177.138209,-0.000000
WS,-237511,-85027626.523267,267.138177,-23.388935
VE,-237482,-85017306.186050,357.133964,-0.000000
SS,-237482,-85017215.098432,87.133933,23.389338
AE,-237482,-85017126.020017,177.133891,-0.000000
WS,-237482,-85017034.515788,267.133859,-23.389345
VE,-237453,-85006714.174806,357.129654,-0.000000
SS,-237453,-85006623.066965,87.129623,23.389758
AE,-237453,-85006533.992089,177.129581,-0.000000
WS,-237453,-85006442.508238,267.129550,-23.389765
VE,-237424,-84996122.163658,357.125353,-0.000000
SS,-237424,-84996031.035549,87.125322,23.390188
AE,-237424,-84995941.964054,177.125280,-0.000000
WS,-237424,-84995850.500617,267.125249,-23.390195
VE,-237395,-84985530.152605,357.121061,-0.000000
SS,-237395,-84985439.004185,87.121030,23.390628
AE,-237395,-84985349.935912,177.120988,-0.000000
WS,-237395,-84985258.492922,267.120957,-23.390635
VE,-237366,-84974938.141647,357.116777,-0.000000
SS,-237366,-84974846.972874,87.116746,23.391078
AE,-237366,-84974757.907663,177.116704,-0.000000
WS,-237366,-84974666.485154,267.116674,-23.391085
VE,-237337,-84964346.130782,357.112502,-0.000000
SS,-237337,-84964254.941617,87.112472,23.391537
AE,-237337,-84964165.879307,177.112430,-0.000000
WS,-237337,-84964074.477310,267.112400,-23.391545
VE,-237308,-84953754.120011,357.108237,-0.000000
SS,-237308,-84953662.910413,87.108206,23.392007
AE,-237308,-84953573.850844,177.108164,-0.000000
WS,-237308,-84953482.469391,267.108134,-23.392015
VE,-237279,-84943162.109333,357.103980,-0.000000
SS,-237279,-84943070.879264,87.103950,23.392486
AE,-237279,-84942981.822275,177.103908,-0.000000
WS,-237279,-84942890.461396,267.103878,-23.392495
VE,-237250,-84932570.098748,357.099733,-0.000000
SS,-237250,-84932478.848171,87.099703,23.392976
AE,-237250,-84932389.793600,177.099661,-0.000000
WS,-237250,-84932298.453322,267.099631,-23.392984
VE,-237221,-84921978.088255,357.095495,-0.000000
SS,-237221,-84921886.817133,87.095465,23.393475
AE,-237221,-84921797.764820,177.095423,-0.000000
WS,-237221,-84921706.445170,267.095394,-23.393483
VE,-237192,-84911386.077853,357.091267,-0.000000
SS,-237192,-84911294.786153,87.091237,23.393984
AE,-237192,-84911205.735933,177.091195,-0.000000
WS,-237192,-84911114.436938,267.091166,-23.393992
VE,-237163,-84900794.067543,357.087048,-0.000000
SS,-237163,-84900702.755231,87.087019,23.394502
AE,-237163,-84900613.706942,177.086976,-0.000000
WS,-237163,-84900522.428626,267.086948,-23.394511
VE,-237134,-84890202.057324,357.082839,-0.000000
SS,-237134,-84890110.724367,87.082810,23.395031
AE,-237134,-84890021.677846,177.082768,-0.000000
WS,-237134,-84889930.420232,267.082739,-23.395040
VE,-237105,-84879610.047195,357.078640,-0.000000
SS,-237105,-84879518.693562,87.078612,23.395569
AE,-237105,-84879429.648645,177.078569,-0.000000
WS,-237105,-84879338.411755,267.078541,-23.395578
VE,-237076,-84869018.037156,357.074451,-0.000000
SS,-237076,-84868926.662816,87.074423,23.396117
AE,-237076,-84868837.619339,177.074380,-0.000000
WS,-237076,-84868746.403195,267.074352,-23.396126
VE,-237047,-84858426.027206,357.070273,-0.000000
SS,-237047,-84858334.632132,87.070244,23.396674
AE,-237047,-84858245.589930,177.070202,-0.000000
WS,-237047,-84858154.394550,267.070174,-23.396684
VE,-237018,-84847834.017345,357.066104,0.000000
SS,-237018,-84847742.601509,87.066076,23.397242
AE,-237018,-84847653.560417,177.066033,-0.000000
WS,-237018,-84847562.385819,267.066005,-23.397251
VE,-236989,-84837242.007572,357.061946,-0.000000
SS,-236989,-84837150.570947,87.061918,23.397819
AE,-236989,-84837061.530800,177.061875,-0.000000
WS,-236989,-84836970.377002,267.061848,-23.397829
VE,-236960,-84826649.997887,357.057798,-0.000000
SS,-236960,-84826558.540449,87.057770,23.398405
AE,-236960,-84826469.501081,177.057728,-0.000000
WS,-236960,-84826378.368098,267.057700,-23.398415
VE,-236931,-84816057.988289,357.053661,-0.000000
SS,-236931,-84815966.510014,87.053633,23.399001
AE,-236931,-84815877.471259,177.053591,-0.000000
WS,-236931,-84815786.359105,267.053564,-23.399012
VE,-236902,-84805465.978778,357.049535,-0.000000
SS,-236902,-84805374.479643,87.049507,23.399607
AE,-236902,-84805285.441334,177.049464,-0.000000
WS,-236902,-84805194.350023,267.049438,-23.399618
VE,-236873,-84794873.969352,357.045419,-0.000000
SS,-236873,-84794782.449337,87.045392,23.400223
AE,-236873,-84794693.411308,177.045349,-0.000000
WS,-236873,-84794602.340850,267.045322,-23.400233
VE,-236844,-84784281.960013,357.041314,-0.000000
SS,-236844,-84784190.419097,87.041287,23.400847
AE,-236844,-84784101.381179,177.041245,-0.000000
WS,-236844,-84784010.331586,267.041218,-23.400858
VE,-236815,-84773689.950758,357.037221,-0.000000
SS,-236815,-84773598.388924,87.037194,23.401482
AE,-236815,-84773509.350950,177.037151,-0.000000
WS,-236815,-84773418.322230,267.037125,-23.401493
VE,-236786,-84763097.941587,357.033139,-0.000000
SS,-236786,-84763006.358817,87.033112,23.402126
AE,-236786,-84762917.320620,177.033069,-0.000000
WS,-236786,-84762826.312780,267.033043,-23.402137
VE,-236757,-84752505.932501,357.029067,0.000000
SS,-236757,-84752414.328779,87.029041,23.402779
AE,-236757,-84752325.290189,177.028998,-0.000000
WS,-236757,-84752234.303236,267.028973,-23.402791
VE,-236728,-84741913.923497,357.025008,-0.000000
SS,-236728,-84741822.298809,87.024982,23.403442
AE,-236728,-84741733.259658,177.024939,-0.000000
WS,-236728,-84741642.293597,267.024913,-23.403454
VE,-236699,-84731321.914576,357.020960,0.000000
SS,-236699,-84731230.268908,87.020934,23.404115
AE,-236699,-84731141.229027,177.020891,0.000000
WS,-236699,-84731050.283862,267.020866,-23.404126
VE,-236670,-84720729.905737,357.016923,-0.000000
SS,-236670,-84720638.239078,87.016898,23.404796
AE,-236670,-84720549.198298,177.016855,-0.000000
WS,-236670,-84720458.274029,267.016830,-23.404808
VE,-236641,-84710137.896979,357.012899,-0.000000
SS,-236641,-84710046.209318,87.012873,23.405487
AE,-236641,-84709957.167469,177.012830,-0.000000
WS,-236641,-84709866.264099,267.012805,-23.405499
VE,-236612,-84699545.888302,357.008886,-0.000000
SS,-236612,-84699454.179630,87.008861,23.406188
AE,-236612,-84699365.136542,177.008818,-0.000000
WS,-236612,-84699274.254069,267.008793,-23.406200
VE,-236583,-84688953.879705,357.004885,-0.000000
SS,-236583,-84688862.150015,87.004860,23.406898
AE,-236583,-84688773.105516,177.004817,-0.000000
WS,-236583,-84688682.243939,267.004793,-23.406910
VE,-236554,-84678361.871187,357.000896,-0.000000
SS,-236554,-84678270.120472,87.000872,23.407617
AE,-236554,-84678181.074394,177.000829,-0.000000
WS,-236554,-84678090.233708,267.000805,-23.407629
VE,-236525,-84667769.862748,356.996920,-0.000000
SS,-236525,-84667678.091004,86.996896,23.408345
AE,-236525,-84667589.043174,176.996852,-0.000000
WS,-236525,-84667498.223376,266.996829,-23.408358
VE,-236496,-84657177.854388,356.992956,-0.000000
SS,-236496,-84657086.061610,86.992932,23.409083
AE,-236496,-84656997.011857,176.992888,-0.000000
WS,-236496,-84656906.212940,266.992865,-23.409096
VE,-236467,-84646585.846104,356.989004,-0.000000
SS,-236467,-84646494.032291,86.988980,23.409830
AE,-236467,-84646404.980445,176.988937,-0.000000
WS,-236467,-84646314.202401,266.988914,-23.409843
VE,-236438,-84635993.837897,356.985065,-0.000000
SS,-236438,-84635902.003048,86.985041,23.410586
AE,-236438,-84635812.948936,176.984998,-0.000000
WS,-236438,-84635722.191756,266.984975,-23.410599
VE,-236409,-84625401.829766,356.981139,0.000000
SS,-236409,-84625309.973882,86.981115,23.411352
AE,-236409,-84625220.917333,176.981072,-0.000000
WS,-236409,-84625130.181006,266.981049,-23.411365
VE,-236380,-84614809.821710,356.977225,-0.000000
SS,-236380,-84614717.944793,86.977202,23.412126
AE,-236380,-84614628.885635,176.977158,-0.000000
WS,-236380,-84614538.170150,266.977136,-23.412140
VE,-236351,-84604217.813729,356.973324,-0.000000
SS,-236351,-84604125.915783,86.973301,23.412910
AE,-236351,-84604036.853842,176.973258,-0.000000
WS,-236351,-84603946.159185,266.973236,-23.412924
VE,-236322,-84593625.805822,356.969437,-0.000000
SS,-236322,-84593533.886852,86.969414,23.413703
AE,-236322,-84593444.821956,176.969370,-0.000000
WS,-236322,-84593354.148112,266.969348,-23.413717
VE,-236293,-84583033.797988,356.965562,-0.000000
SS,-236293,-84582941.858000,86.965540,23.414505
AE,-236293,-84582852.789977,176.965496,-0.000000
WS,-236293,-84582762.136930,266.965474,-23.414519
VE,-236264,-84572441.790226,356.961701,-0.000000
SS,-236264,-84572349.829229,86.961678,23.415316
AE,-236264,-84572260.757905,176.961635,-0.000000
WS,-236264,-84572170.125637,266.961613,-23.415330
VE,-236235,-84561849.782535,356.957853,-0.000000
SS,-236235,-84561757.800539,86.957831,23.416136
AE,-236235,-84561668.725741,176.957787,-0.000000
WS,-236235,-84561578.114233,266.957766,-23.416150
VE,-236206,-84551257.774916,356.954018,0.000000
SS,-236206,-84551165.771931,86.953996,23.416965
AE,-236206,-84551076.693485,176.953953,-0.000000
WS,-236206,-84550986.102717,266.953932,-23.416979
VE,-236177,-84540665.767366,356.950197,-0.000000
SS,-236177,-84540573.743405,86.950176,23.417803
AE,-236177,-84540484.661139,176.950132,-0.000000
WS,-236177,-84540394.091088,266.950111,-23.417818
VE,-236148,-84530073.759886,356.946390,-0.000000
SS,-236148,-84529981.714963,86.946369,23.418650
AE,-236148,-84529892.628702,176.946325,-0.000000
WS,-236148,-84529802.079344,266.946304,-23.418665
VE,-236119,-84519481.752474,356.942596,-0.000000
SS,-236119,-84519389.686605,86.942575,23.419506
AE,-236119,-84519300.596175,176.942532,-0.000000
WS,-236119,-84519210.067485,266.942511,-23.419521
VE,-236090,-84508889.745130,356.938817,-0.000000
SS,-236090,-84508797.658331,86.938796,23.420371
AE,-236090,-84508708.563559,176.938752,-0.000000
WS,-236090,-84508618.055511,266.938732,-23.420386
VE,-236061,-84498297.737852,356.935051,-0.000000
SS,-236061,-84498205.630143,86.935030,23.421245
AE,-236061,-84498116.530855,176.934987,-0.000000
WS,-236061,-84498026.043420,266.934967,-23.421260
VE,-236032,-84487705.730641,356.931300,0.000000
SS,-236032,-84487613.602041,86.931279,23.422128
AE,-236032,-84487524.498062,176.931236,-0.000000
WS,-236032,-84487434.031211,266.931216,-23.422143
VE,-236003,-84477113.723494,356.927562,-0.000000
SS,-236003,-84477021.574027,86.927542,23.423019
AE,-236003,-84476932.465182,176.927499,-0.000000
WS,-236003,-84476842.018883,266.927479,-23.423034
VE,-235974,-84466521.716412,356.923839,-0.000000
SS,-235974,-84466429.546100,86.923819,23.423919
AE,-235974,-84466340.432215,176.923776,-0.000000
WS,-235974,-84466250.006436,266.923757,-23.423935
VE,-235945,-84455929.709394,356.920131,0.000000
SS,-235945,-84455837.518261,86.920111,23.424828
AE,-235945,-84455748.399162,176.920067,-0.000000
WS,-235945,-84455657.993869,266.920049,-23.424844
VE,-235916,-84445337.702438,356.916437,-0.000000
SS,-235916,-84445245.490511,86.916417,23.425746
AE,-235916,-84445156.366024,176.916374,-0.000000
WS,-235916,-84445065.981180,266.916355,-23.425762
VE,-235887,-84434745.695544,356.912757,-0.000000
SS,-235887,-84434653.462851,86.912738,23.426673
AE,-235887,-84434564.332800,176.912695,-0.000000
WS,-235887,-84434473.968369,266.912676,-23.426688
VE,-235858,-84424153.688710,356.909093,0.000000
SS,-235858,-84424061.435282,86.909074,23.427608
AE,-235858,-84423972.299493,176.909030,-0.000000
WS,-235858,-84423881.955436,266.909012,-23.427624
VE,-235829,-84413561.681936,356.905443,-0.000000
SS,-235829,-84413469.407803,86.905424,23.428552
AE,-235829,-84413380.266101,176.905381,-0.000000
WS,-235829,-84413289.942378,266.905363,-23.428568
VE,-235800,-84402969.675222,356.901808,-0.000000
SS,-235800,-84402877.380417,86.901790,23.429504
