Type,Model Year,JD,RA (deg),Obliquity (deg)
VE,-298440,-107281740.161192,357.373977,-0.000000
SS,-298440,-107281647.760223,87.373985,23.344352
AE,-298440,-107281558.580604,177.374030,-0.000000
WS,-298440,-107281468.381254,267.374038,-23.344329
VE,-298411,-107271148.148513,357.377082,0.000000
SS,-298411,-107271055.727321,87.377090,23.342989
AE,-298411,-107270966.540663,177.377135,0.000000
WS,-298411,-107270876.361109,267.377142,-23.342966
VE,-298382,-107260556.135915,357.380170,0.000000
SS,-298382,-107260463.694542,87.380178,23.341618
AE,-298382,-107260374.500675,177.380223,-0.000000
WS,-298382,-107260284.340868,267.380230,-23.341595
VE,-298353,-107249964.123399,357.383241,0.000000
SS,-298353,-107249871.661888,87.383249,23.340240
AE,-298353,-107249782.460641,177.383294,0.000000
WS,-298353,-107249692.320528,267.383301,-23.340216
VE,-298324,-107239372.110964,357.386296,0.000000
SS,-298324,-107239279.629360,87.386303,23.338853
AE,-298324,-107239190.420562,177.386348,-0.000000
WS,-298324,-107239100.300090,267.386355,-23.338829
VE,-298295,-107228780.098609,357.389334,0.000000
SS,-298295,-107228687.596958,87.389341,23.337458
AE,-298295,-107228598.380438,177.389386,-0.000000
WS,-298295,-107228508.279553,267.389392,-23.337434
VE,-298266,-107218188.086333,357.392355,0.000000
SS,-298266,-107218095.564684,87.392362,23.336056
AE,-298266,-107218006.340271,177.392407,-0.000000
WS,-298266,-107217916.258917,267.392413,-23.336032
VE,-298237,-107207596.074135,357.395359,-0.000000
SS,-298237,-107207503.532539,87.395366,23.334645
AE,-298237,-107207414.300061,177.395410,-0.000000
WS,-298237,-107207324.238180,267.395416,-23.334621
VE,-298208,-107197004.062015,357.398346,-0.000000
SS,-298208,-107196911.500522,87.398352,23.333227
AE,-298208,-107196822.259810,177.398397,-0.000000
WS,-298208,-107196732.217342,267.398403,-23.333203
VE,-298179,-107186412.049972,357.401316,-0.000000
SS,-298179,-107186319.468636,87.401322,23.331801
AE,-298179,-107186230.219518,177.401366,-0.000000
WS,-298179,-107186140.196403,267.401372,-23.331777
VE,-298150,-107175820.038004,357.404268,0.000000
SS,-298150,-107175727.436880,87.404274,23.330367
AE,-298150,-107175638.179186,177.404318,-0.000000
WS,-298150,-107175548.175361,267.404323,-23.330343
VE,-298121,-107165228.026112,357.407203,0.000000
SS,-298121,-107165135.405255,87.407208,23.328926
AE,-298121,-107165046.138815,177.407253,0.000000
WS,-298121,-107164956.154218,267.407258,-23.328901
VE,-298092,-107154636.014294,357.410120,0.000000
SS,-298092,-107154543.373764,87.410126,23.327476
AE,-298092,-107154454.098407,177.410170,0.000000
WS,-298092,-107154364.132971,267.410175,-23.327452
VE,-298063,-107144044.002549,357.413020,-0.000000
SS,-298063,-107143951.342405,87.413025,23.326019
AE,-298063,-107143862.057962,177.413070,0.000000
WS,-298063,-107143772.111620,267.413074,-23.325995
VE,-298034,-107133451.990877,357.415902,-0.000000
SS,-298034,-107133359.311180,87.415907,23.324555
AE,-298034,-107133270.017481,177.415952,0.000000
WS,-298034,-107133180.090165,267.415956,-23.324530
VE,-298005,-107122859.979276,357.418767,-0.000000
SS,-298005,-107122767.280090,87.418771,23.323083
AE,-298005,-107122677.976965,177.418816,-0.000000
WS,-298005,-107122588.068605,267.418819,-23.323058
VE,-297976,-107112267.967747,357.421613,-0.000000
SS,-297976,-107112175.249136,87.421617,23.321603
AE,-297976,-107112085.936415,177.421662,0.000000
WS,-297976,-107111996.046940,267.421665,-23.321578
VE,-297947,-107101675.956287,357.424441,-0.000000
SS,-297947,-107101583.218317,87.424446,23.320116
AE,-297947,-107101493.895833,177.424490,-0.000000
WS,-297947,-107101404.025168,267.424493,-23.320091
VE,-297918,-107091083.944895,357.427252,0.000000
SS,-297918,-107090991.187636,87.427256,23.318621
AE,-297918,-107090901.855219,177.427300,-0.000000
WS,-297918,-107090812.003291,267.427303,-23.318596
VE,-297889,-107080491.933572,357.430044,0.000000
SS,-297889,-107080399.157093,87.430048,23.317119
AE,-297889,-107080309.814574,177.430092,-0.000000
WS,-297889,-107080219.981306,267.430095,-23.317093
VE,-297860,-107069899.922316,357.432818,0.000000
SS,-297860,-107069807.126689,87.432821,23.315609
AE,-297860,-107069717.773899,177.432866,-0.000000
WS,-297860,-107069627.959214,267.432868,-23.315584
VE,-297831,-107059307.911126,357.435574,-0.000000
SS,-297831,-107059215.096424,87.435577,23.314092
AE,-297831,-107059125.733195,177.435621,-0.000000
WS,-297831,-107059035.937014,267.435623,-23.314067
VE,-297802,-107048715.900002,357.438311,0.000000
SS,-297802,-107048623.066298,87.438313,23.312568
AE,-297802,-107048533.692464,177.438358,0.000000
WS,-297802,-107048443.914705,267.438360,-23.312542
VE,-297773,-107038123.888941,357.441029,-0.000000
SS,-297773,-107038031.036314,87.441032,23.311036
AE,-297773,-107037941.651707,177.441076,-0.000000
WS,-297773,-107037851.892288,267.441078,-23.311010
VE,-297744,-107027531.877944,357.443729,-0.000000
SS,-297744,-107027439.006472,87.443731,23.309497
AE,-297744,-107027349.610923,177.443775,-0.000000
WS,-297744,-107027259.869761,267.443777,-23.309471
VE,-297715,-107016939.867009,357.446410,0.000000
SS,-297715,-107016846.976771,87.446412,23.307951
AE,-297715,-107016757.570116,177.446456,-0.000000
WS,-297715,-107016667.847124,267.446458,-23.307924
VE,-297686,-107006347.856135,357.449073,-0.000000
SS,-297686,-107006254.947214,87.449074,23.306397
AE,-297686,-107006165.529285,177.449118,0.000000
WS,-297686,-107006075.824377,267.449119,-23.306371
VE,-297657,-106995755.845321,357.451716,-0.000000
SS,-297657,-106995662.917800,87.451717,23.304836
AE,-297657,-106995573.488432,177.451761,-0.000000
WS,-297657,-106995483.801518,267.451762,-23.304810
VE,-297628,-106985163.834567,357.454341,-0.000000
SS,-297628,-106985070.888531,87.454342,23.303268
AE,-297628,-106984981.447557,177.454386,-0.000000
WS,-297628,-106984891.778549,267.454386,-23.303242
VE,-297599,-106974571.823871,357.456946,-0.000000
SS,-297599,-106974478.859407,87.456947,23.301693
AE,-297599,-106974389.406663,177.456991,-0.000000
WS,-297599,-106974299.755468,267.456991,-23.301666
VE,-297570,-106963979.813232,357.459532,0.000000
SS,-297570,-106963886.830428,87.459532,23.300111
AE,-297570,-106963797.365750,177.459576,0.000000
WS,-297570,-106963707.732275,267.459576,-23.300084
VE,-297541,-106953387.802649,357.462099,-0.000000
SS,-297541,-106953294.801596,87.462099,23.298521
AE,-297541,-106953205.324819,177.462143,0.000000
WS,-297541,-106953115.708969,267.462142,-23.298494
VE,-297512,-106942795.792121,357.464646,-0.000000
SS,-297512,-106942702.772912,87.464646,23.296925
AE,-297512,-106942613.283871,177.464690,-0.000000
WS,-297512,-106942523.685550,267.464689,-23.296898
VE,-297483,-106932203.781648,357.467174,-0.000000
SS,-297483,-106932110.744375,87.467174,23.295322
AE,-297483,-106932021.242908,177.467217,-0.000000
WS,-297483,-106931931.662018,267.467217,-23.295294
VE,-297454,-106921611.771227,357.469682,0.000000
SS,-297454,-106921518.715986,87.469682,23.293711
AE,-297454,-106921429.201930,177.469726,-0.000000
WS,-297454,-106921339.638372,267.469724,-23.293684
VE,-297425,-106911019.760858,357.472171,0.000000
SS,-297425,-106910926.687746,87.472170,23.292094
AE,-297425,-106910837.160939,177.472214,-0.000000
WS,-297425,-106910747.614612,267.472213,-23.292067
VE,-297396,-106900427.750540,357.474640,0.000000
SS,-297396,-106900334.659656,87.474639,23.290470
AE,-297396,-106900245.119936,177.474683,0.000000
WS,-297396,-106900155.590737,267.474681,-23.290442
VE,-297367,-106889835.740272,357.477089,-0.000000
SS,-297367,-106889742.631717,87.477088,23.288839
AE,-297367,-106889653.078922,177.477131,-0.000000
WS,-297367,-106889563.566748,267.477130,-23.288811
VE,-297338,-106879243.730052,357.479519,-0.000000
SS,-297338,-106879150.603928,87.479517,23.287201
AE,-297338,-106879061.037899,177.479560,0.000000
WS,-297338,-106878971.542643,267.479558,-23.287173
VE,-297309,-106868651.719880,357.481928,0.000000
SS,-297309,-106868558.576291,87.481926,23.285556
AE,-297309,-106868468.996867,177.481969,-0.000000
WS,-297309,-106868379.518423,267.481967,-23.285528
VE,-297280,-106858059.709754,357.484317,0.000000
SS,-297280,-106857966.548806,87.484315,23.283905
AE,-297280,-106857876.955827,177.484358,0.000000
WS,-297280,-106857787.494087,267.484355,-23.283877
VE,-297251,-106847467.699673,357.486686,0.000000
SS,-297251,-106847374.521473,87.486684,23.282246
AE,-297251,-106847284.914782,177.486727,-0.000000
WS,-297251,-106847195.469635,267.486724,-23.282218
VE,-297222,-106836875.689637,357.489035,0.000000
SS,-297222,-106836782.494294,87.489032,23.280582
AE,-297222,-106836692.873731,177.489075,-0.000000
WS,-297222,-106836603.445066,267.489072,-23.280553
VE,-297193,-106826283.679643,357.491363,0.000000
SS,-297193,-106826190.467268,87.491360,23.278910
AE,-297193,-106826100.832677,177.491403,-0.000000
WS,-297193,-106826011.420380,267.491400,-23.278882
VE,-297164,-106815691.669691,357.493671,-0.000000
SS,-297164,-106815598.440397,87.493668,23.277232
AE,-297164,-106815508.791621,177.493711,-0.000000
WS,-297164,-106815419.395577,267.493707,-23.277203
VE,-297135,-106805099.659780,357.495958,0.000000
SS,-297135,-106805006.413681,87.495955,23.275547
AE,-297135,-106804916.750563,177.495998,-0.000000
WS,-297135,-106804827.370657,267.495994,-23.275519
VE,-297106,-106794507.649908,357.498225,0.000000
SS,-297106,-106794414.387120,87.498221,23.273856
AE,-297106,-106794324.709505,177.498264,-0.000000
WS,-297106,-106794235.345619,267.498260,-23.273827
VE,-297077,-106783915.640074,357.500471,-0.000000
SS,-297077,-106783822.360715,87.500467,23.272158
AE,-297077,-106783732.668448,177.500510,0.000000
WS,-297077,-106783643.320464,267.500505,-23.272129
VE,-297048,-106773323.630278,357.502696,-0.000000
SS,-297048,-106773230.334466,87.502692,23.270454
AE,-297048,-106773140.627393,177.502735,-0.000000
WS,-297048,-106773051.295190,267.502730,-23.270425
VE,-297019,-106762731.620517,357.504901,-0.000000
SS,-297019,-106762638.308375,87.504896,23.268743
AE,-297019,-106762548.586343,177.504939,-0.000000
WS,-297019,-106762459.269797,267.504934,-23.268714
VE,-296990,-106752139.610791,357.507084,0.000000
SS,-296990,-106752046.282440,87.507079,23.267026
AE,-296990,-106751956.545297,177.507122,-0.000000
WS,-296990,-106751867.244287,267.507116,-23.266997
VE,-296961,-106741547.601098,357.509247,0.000000
SS,-296961,-106741454.256664,87.509241,23.265303
AE,-296961,-106741364.504257,177.509284,-0.000000
WS,-296961,-106741275.218657,267.509278,-23.265273
VE,-296932,-106730955.591438,357.511388,0.000000
SS,-296932,-106730862.231046,87.511382,23.263573
AE,-296932,-106730772.463225,177.511425,0.000000
WS,-296932,-106730683.192908,267.511419,-23.263544
VE,-296903,-106720363.581808,357.513508,-0.000000
SS,-296903,-106720270.205587,87.513502,23.261837
AE,-296903,-106720180.422201,177.513544,-0.000000
WS,-296903,-106720091.167041,267.513538,-23.261807
VE,-296874,-106709771.572209,357.515607,0.000000
SS,-296874,-106709678.180287,87.515601,23.260094
AE,-296874,-106709588.381188,177.515643,0.000000
WS,-296874,-106709499.141054,267.515636,-23.260065
VE,-296845,-106699179.562638,357.517684,0.000000
SS,-296845,-106699086.155146,87.517678,23.258346
AE,-296845,-106698996.340186,177.517720,-0.000000
WS,-296845,-106698907.114947,267.517713,-23.258316
VE,-296816,-106688587.553094,357.519740,0.000000
SS,-296816,-106688494.130166,87.519733,23.256591
AE,-296816,-106688404.299196,177.519775,0.000000
WS,-296816,-106688315.088720,267.519768,-23.256562
VE,-296787,-106677995.543576,357.521774,0.000000
SS,-296787,-106677902.105346,87.521767,23.254830
AE,-296787,-106677812.258221,177.521809,-0.000000
WS,-296787,-106677723.062374,267.521802,-23.254801
VE,-296758,-106667403.534083,357.523787,0.000000
SS,-296758,-106667310.080687,87.523780,23.253064
AE,-296758,-106667220.217260,177.523822,0.000000
WS,-296758,-106667131.035908,267.523814,-23.253034
VE,-296729,-106656811.524614,357.525778,0.000000
SS,-296729,-106656718.056189,87.525771,23.251291
AE,-296729,-106656628.176316,177.525812,0.000000
WS,-296729,-106656539.009322,267.525805,-23.251261
VE,-296700,-106646219.515167,357.527747,0.000000
SS,-296700,-106646126.031852,87.527740,23.249512
AE,-296700,-106646036.135390,177.527781,-0.000000
WS,-296700,-106645946.982616,267.527773,-23.249481
VE,-296671,-106635627.505741,357.529695,0.000000
SS,-296671,-106635534.007678,87.529687,23.247727
AE,-296671,-106635444.094483,177.529728,0.000000
WS,-296671,-106635354.955789,267.529720,-23.247696
VE,-296642,-106625035.496334,357.531620,-0.000000
SS,-296642,-106624941.983665,87.531612,23.245936
AE,-296642,-106624852.053596,177.531653,0.000000
WS,-296642,-106624762.928843,267.531645,-23.245905
VE,-296613,-106614443.486946,357.533524,-0.000000
SS,-296613,-106614349.959816,87.533515,23.244139
AE,-296613,-106614260.012732,177.533556,-0.000000
WS,-296613,-106614170.901775,267.533548,-23.244109
VE,-296584,-106603851.477575,357.535405,0.000000
SS,-296584,-106603757.936129,87.535396,23.242336
AE,-296584,-106603667.971890,177.535437,0.000000
WS,-296584,-106603578.874588,267.535428,-23.242306
VE,-296555,-106593259.468219,357.537264,-0.000000
SS,-296555,-106593165.912605,87.537255,23.240528
AE,-296555,-106593075.931072,177.537296,-0.000000
WS,-296555,-106592986.847280,267.537287,-23.240497
VE,-296526,-106582667.458879,357.539101,0.000000
SS,-296526,-106582573.889245,87.539092,23.238713
AE,-296526,-106582483.890281,177.539133,0.000000
WS,-296526,-106582394.819851,267.539123,-23.238683
VE,-296497,-106572075.449551,357.540916,0.000000
SS,-296497,-106571981.866048,87.540906,23.236893
AE,-296497,-106571891.849516,177.540947,0.000000
WS,-296497,-106571802.792302,267.540937,-23.236863
VE,-296468,-106561483.440235,357.542708,0.000000
SS,-296468,-106561389.843016,87.542698,23.235068
AE,-296468,-106561299.808780,177.542739,-0.000000
WS,-296468,-106561210.764633,267.542729,-23.235037
VE,-296439,-106550891.430930,357.544477,0.000000
SS,-296439,-106550797.820147,87.544467,23.233236
AE,-296439,-106550707.768074,177.544508,-0.000000
WS,-296439,-106550618.736843,267.544498,-23.233205
VE,-296410,-106540299.421634,357.546225,0.000000
SS,-296410,-106540205.797443,87.546214,23.231399
AE,-296410,-106540115.727399,177.546255,-0.000000
WS,-296410,-106540026.708932,267.546244,-23.231368
VE,-296381,-106529707.412346,357.547949,0.000000
SS,-296381,-106529613.774904,87.547938,23.229557
AE,-296381,-106529523.686756,177.547979,0.000000
WS,-296381,-106529434.680902,267.547968,-23.229526
VE,-296352,-106519115.403064,357.549651,-0.000000
SS,-296352,-106519021.752530,87.549639,23.227709
AE,-296352,-106518931.646148,177.549680,0.000000
WS,-296352,-106518842.652750,267.549669,-23.227677
VE,-296323,-106508523.393788,357.551329,-0.000000
SS,-296323,-106508429.730320,87.551318,23.225855
AE,-296323,-106508339.605574,177.551358,0.000000
WS,-296323,-106508250.624479,267.551347,-23.225824
VE,-296294,-106497931.384516,357.552986,0.000000
SS,-296294,-106497837.708276,87.552974,23.223996
AE,-296294,-106497747.565037,177.553014,0.000000
WS,-296294,-106497658.596087,267.553002,-23.223964
VE,-296265,-106487339.375246,357.554619,-0.000000
SS,-296265,-106487245.686397,87.554607,23.222131
AE,-296265,-106487155.524538,177.554647,-0.000000
WS,-296265,-106487066.567576,267.554635,-23.222100
VE,-296236,-106476747.365977,357.556229,0.000000
SS,-296236,-106476653.664684,87.556216,23.220261
AE,-296236,-106476563.484079,177.556256,0.000000
WS,-296236,-106476474.538944,267.556244,-23.220230
VE,-296207,-106466155.356708,357.557816,0.000000
SS,-296207,-106466061.643137,87.557803,23.218386
AE,-296207,-106465971.443660,177.557843,0.000000
WS,-296207,-106465882.510192,267.557830,-23.218354
VE,-296178,-106455563.347438,357.559379,0.000000
SS,-296178,-106455469.621755,87.559366,23.216506
AE,-296178,-106455379.403283,177.559406,-0.000000
WS,-296178,-106455290.481321,267.559393,-23.216474
VE,-296149,-106444971.338165,357.560920,0.000000
SS,-296149,-106444877.600539,87.560907,23.214620
AE,-296149,-106444787.362950,177.560946,0.000000
WS,-296149,-106444698.452330,267.560933,-23.214588
VE,-296120,-106434379.328887,357.562437,0.000000
SS,-296120,-106434285.579488,87.562423,23.212729
AE,-296120,-106434195.322662,177.562463,0.000000
WS,-296120,-106434106.423219,267.562450,-23.212697
VE,-296091,-106423787.319604,357.563931,0.000000
SS,-296091,-106423693.558604,87.563917,23.210833
AE,-296091,-106423603.282419,177.563956,-0.000000
WS,-296091,-106423514.393990,267.563943,-23.210801
VE,-296062,-106413195.310314,357.565401,0.000000
SS,-296062,-106413101.537886,87.565387,23.208931
AE,-296062,-106413011.242225,177.565426,0.000000
WS,-296062,-106412922.364641,267.565412,-23.208899
VE,-296033,-106402603.301016,357.566848,0.000000
SS,-296033,-106402509.517334,87.566833,23.207025
AE,-296033,-106402419.202080,177.566873,0.000000
WS,-296033,-106402330.335174,267.566859,-23.206993
VE,-296004,-106392011.291708,357.568271,0.000000
SS,-296004,-106391917.496948,87.568256,23.205114
AE,-296004,-106391827.161984,177.568295,0.000000
WS,-296004,-106391738.305587,267.568281,-23.205081
VE,-295975,-106381419.282389,357.569670,0.000000
SS,-295975,-106381325.476729,87.569655,23.203197
AE,-295975,-106381235.121941,177.569694,0.000000
WS,-295975,-106381146.275883,267.569680,-23.203165
VE,-295946,-106370827.273058,357.571046,0.000000
SS,-295946,-106370733.456675,87.571031,23.201276
AE,-295946,-106370643.081951,177.571070,0.000000
WS,-295946,-106370554.246060,267.571055,-23.201243
VE,-295917,-106360235.263713,357.572398,0.000000
SS,-295917,-106360141.436788,87.572383,23.199349
AE,-295917,-106360051.042016,177.572421,0.000000
WS,-295917,-106359962.216119,267.572406,-23.199317
VE,-295888,-106349643.254353,357.573726,0.000000
SS,-295888,-106349549.417066,87.573710,23.197418
AE,-295888,-106349459.002136,177.573749,0.000000
WS,-295888,-106349370.186061,267.573733,-23.197385
VE,-295859,-106339051.244976,357.575030,0.000000
SS,-295859,-106338957.397511,87.575014,23.195482
AE,-295859,-106338866.962314,177.575053,-0.000000
WS,-295859,-106338778.155885,267.575037,-23.195449
VE,-295830,-106328459.235581,357.576310,0.000000
SS,-295830,-106328365.378121,87.576294,23.193541
AE,-295830,-106328274.922551,177.576332,0.000000
